code;description;type;family;a;b
MDIN3;Dinner;RESTAU;H;false;false
MDIN4;Dinner;RESTAU;H;false;false
MENGL;English breakfast;RESTAU;H;false;false
MKID;Child\s meal;RESTAU;H;false;false
ALARM;Alarm clock;MESWAK;R;false;false
MESSA;Message alert;MESWAK;R;false;false
VOICE;Voicemail;MESWAK;R;false;false
WAKE;Operator wake up call;MESWAK;R;false;false
WAKE1;Automatic wake up call;MESWAK;R;false;false
DBBMY1;1 Db bed Sup MY1;MYROOM;A;true;false
DBBMY2;1 Db bed Sup MY2;MYROOM;A;true;false
DBBMY3;1 Db bed Sup MY3;MYROOM;A;true;false
DBBMY4;1 Db bed Sup MY4;MYROOM;A;true;false
DBBMY5;1 Db bed Sup MY5;MYROOM;A;true;false
DBBMY6;1 Db bed Sup MY6;MYROOM;A;true;false
DBCMY1;1 Db bed Std MY1;MYROOM;A;true;false
DBCMY2;1 Db bed Std MY2;MYROOM;A;true;false
DBCMY3;1 Db bed Std MY3;MYROOM;A;true;false
DBCMY4;1 Db bed Std MY4;MYROOM;A;true;false
DBCMY5;1 Db bed Sup MY5;MYROOM;A;true;false
DBCMY6;1 Db bed Sup MY6;MYROOM;A;true;false
DBDMY1;1 Db bed Clc MY1;MYROOM;A;true;false
DBDMY2;1 Db bed Clc MY2;MYROOM;A;true;false
DBDMY3;1 Db bed Clc MY3;MYROOM;A;true;false
DBDMY4;1 Db bed Clc MY4;MYROOM;A;true;false
DBDMY5;1 Db bed Clc MY5;MYROOM;A;true;false
DBDMY6;1 Db bed Clc MY6;MYROOM;A;true;false
DFCMY1;1 Db bed + Sofa Std MY1;MYROOM;A;true;false
DFCMY2;1 Db bed + Sofa Std MY;MYROOM;A;true;false
DFCMY3;1 Db bed + Sofa Std MY3;MYROOM;A;true;false
DFCMY4;1 Db bed + Sofa Std MY4;MYROOM;A;true;false
DFCMY5;1 Db bed + Sofa Std MY5;MYROOM;A;true;false
DFCMY6;1 Db bed + Sofa Std MY6;MYROOM;A;true;false
KGCMY1;1 Kg bed Std MY1;MYROOM;A;true;false
KGCMY2;1 Kg bed Std MY2;MYROOM;A;true;false
KGCMY3;1 Kg bed Std MY3;MYROOM;A;true;false
KGCMY4;1 Kg bed Std MY4;MYROOM;A;true;false
KGCMY5;1 Kg bed Std MY5;MYROOM;A;true;false
KGCMY6;1 Kg bed Std MY6;MYROOM;A;true;false
KGDMY1;1 Kg bed Clc MY1;MYROOM;A;true;false
KGDMY2;1 Kg bed Clc MY2;MYROOM;A;true;false
KGDMY3;1 Kg bed Clc MY3;MYROOM;A;true;false
KGDMY4;1 Kg bed Clc MY4;MYROOM;A;true;false
KGDMY5;1 Kg bed Clc MY5;MYROOM;A;true;false
KGDMY6;1 Kg bed Clc MY6;MYROOM;A;true;false
MYGR1;My Green Room 1;MYROOM;A;true;false
MYGR2;My Green Room 2;MYROOM;A;true;false
MYGR3;My Green Room 3;MYROOM;A;true;false
QEBMY1;1 Qn bed Sup MY1;MYROOM;A;true;false
QEBMY2;1 Qn bed Sup MY2;MYROOM;A;true;false
QEBMY3;1 Qn bed Sup MY3;MYROOM;A;true;false
QEBMY4;1 Qn bed Sup MY4;MYROOM;A;true;false
QEBMY5;1 Qn bed Sup MY5;MYROOM;A;true;false
QEBMY6;1 Qn bed Sup MY6;MYROOM;A;true;false
QECMY1;1 Qn bed Std MY1;MYROOM;A;true;false
QECMY2;1 Qn bed Std MY2;MYROOM;A;true;false
QECMY3;1 Qn bed Std MY3;MYROOM;A;true;false
QECMY4;1 Qn bed Std MY4;MYROOM;A;true;false
QECMY5;1 Qn bed Std MY5;MYROOM;A;true;false
AMMINI;Apple\u00AE Mac Mini;OFFICE;R;false;false
COMPU0;Computer;OFFICE;S;false;false
FAX;Fax machine;OFFICE;S;false;false
FIBERO;Optical fiber;OFFICE;Z;false;false
HIGHTR;High speed transmission line;OFFICE;S;false;false
PRINTE;Printer;OFFICE;S;false;false
RJ11;RJ 11 outlet;OFFICE;Z;false;false
RJ45;RJ 45 outlet;OFFICE;Z;false;false
VGRTV;Video games on TV in room;OFFICE;R;false;false
WIFCOM;WIFI in the communal areas;OFFICE;Z;false;false
WIFI;WIFI in your room;OFFICE;R;false;false
WIFIBO;High-speed WIFI;OFFICE;Z;false;false
LOCPAR;Location and Parking;PRKFAC;Z;false;false
PARK;Private outdoor parking;PRKFAC;H;false;false
PARK1;Public indoor parking;PRKFAC;H;false;false
PARK3;Bus\/​coach parking area;PRKFAC;H;false;false
PARK4;Truck parking;PRKFAC;H;false;false
PARK5;Private enclosed outdoor parking;PRKFAC;H;false;false
PARK6;Public enclosed outdoor parking;PRKFAC;H;false;false
PARKIN;Public outdoor parking;PRKFAC;H;false;false
PARKK;Your parking space;PRKFAC;H;false;false
PARKNB;Number of car spaces;PRKFAC;H;false;false
PIBICP;Private indoor bicycle parking;PRKFAC;H;false;false
PIMOTP;Private indoor motorbike parking;PRKFAC;H;false;false
PKGECL;Well-lit parking;PRKFAC;H;false;false
VALET;Valet parking;PRKFAC;H;false;false
XPKCSI;Private indoor parking;PRKFAC;H;false;false
DWPOOL;Swimming Pool description;POOL;P;false;false
POOL;Pool;POOL;P;false;false
POOL1;Outdoor heated pool;POOL;P;false;false
POOL2;Indoor heated pool;POOL;P;false;false
POOL3;Indoor unheated pool;POOL;P;false;false
POOL4;Outdoor unheated pool;POOL;P;false;false
POOL5;Natural swimming pool;POOL;P;false;false
POOL6;Hot tub;POOL;P;false;false
POOLNB;Number;POOL;P;false;false
IXTCRP;Crib in room Free, upon availability​;PRFRES;R;false;false
COMMUN;Connecting rooms;PRFFIL;R;false;false
COTFAC;Next to each other rooms.;PRFFIL;R;false;false
COUETA;Rooms in same floor \/​ same corridor;PRFFIL;R;false;false
QA2009;Quartile A 2009;QUARTL;Z;false;false
QA2010;Quartile A 2010;QUARTL;Z;false;false
QB2009;Quartile B 2009;QUARTL;Z;false;false
QB2010;Quartile B 2010;QUARTL;Z;false;false
QC2009;Quartile C 2009;QUARTL;Z;false;false
QC2010;Quartile C 2010;QUARTL;Z;false;false
QD2009;Quartile D 2009;QUARTL;Z;false;false
QD2010;Quartile D 2010;QUARTL;Z;false;false
RADIO;Radio in room;RADIO;R;false;false
RADIOB;Radio in bathroom;RADIO;R;false;false
DBGLAZ;Double-glazing;CONFIG;R;false;false
DOORAC;Soundproof doors;CONFIG;R;false;false
LIGOCC;Blackout facilities;CONFIG;R;false;false
SOUND;Soundproof;CONFIG;R;false;false
TEMP;Automatic temperature control;CONFIG;R;false;false
TEMPMA;Manual temperature control;CONFIG;R;false;false
WINDOW;Opening windows;CONFIG;R;false;false
WORK1;Work desk in all rooms;CONFIG;R;false;false
R3C;Standard Room for up to 3 Guests;ROOMR3;A;true;false
R3CZ;Room up to 3 guests Std NS;ROOMR3;A;true;false
AP1H;1 Qeen Std Apt H;ROOMRM;A;true;false
AP3H;App 3 Bedrooms H;ROOMRM;A;true;false
AR3PH;ROOMRM - Room Reduced Mobility;ROOMRM;A;true;false
AS3PH;ROOMRM - Room Reduced Mobility;ROOMRM;A;true;false
BCCH;Bgw 1 Db H;ROOMRM;A;true;false
BS1KH;Balcony Suite H;ROOMRM;A;true;false
CA1AH;ROOMRM - Room Reduced Mobility;ROOMRM;A;true;false
CBRH;1 Double Bed Superior H;ROOMRM;A;true;false
D2AH;2 Db beds Dlx H;ROOMRM;A;true;false
D2AH1;2 Db beds Dlx H;ROOMRM;A;true;false
D2AH2;Deluxe with 2 Queen Beds;ROOMRM;A;true;false
D2AZH2;Signature 2 Dbl Visual Alarm;ROOMRM;A;true;false
D2BCH1;Fairmont Room with 2 Double Beds;ROOMRM;A;true;false
D2BH;2 Db bed Sup H;ROOMRM;A;true;false
D2BH1;Deluxe Double Queen Accessible;ROOMRM;A;true;false
D2BH2;Deluxe Double Queen;ROOMRM;A;true;false
D2BZH1;Century Plaza 2 Dbl ADA Tub;ROOMRM;A;true;false
D2BZH2;Century Plaza 2 Dbl VisualAlrm;ROOMRM;A;true;false
D2CH;2 Db beds Std H;ROOMRM;A;true;false
D2EH1;Fairmont Gold 2 Double ADA;ROOMRM;A;true;false
D3BH;1 double bed and 2 sofabeds;ROOMRM;A;true;false
D4BH;1 Db+3 Sg beds H;ROOMRM;A;true;false
DBAH;Room Reduced Mobility;ROOMRM;A;true;false
DBAMVH;1 Db bed Dlx Mount V H;ROOMRM;A;true;false
DBAOVH;1 Db bed Dlx Ocean V H;ROOMRM;A;true;false
DBAPSH;1 db bed dlx River V H;ROOMRM;A;true;false
DBBH;1 Db bed Sup H;ROOMRM;A;true;false
DBCCIH;1 Db bed Exec Lake V H;ROOMRM;A;true;false
DBCH;1 Db bed Std H;ROOMRM;A;true;false
DBCHF;1 Db bed Std High F;ROOMRM;A;true;false
DBCHV;1 Db bed Std Harbour V;ROOMRM;A;true;false
DBCHVZ;Non-smoking Standard room with 1 double;ROOMRM;A;true;false
DBCPSH;1 db bed Exec River V H;ROOMRM;A;true;false
DBDH;1 Db bed Clc H;ROOMRM;A;true;false
DBEH;1 Db bed Exec H;ROOMRM;A;true;false
DBERVH;1 Db bed Exec Lake V H;ROOMRM;A;true;false
DBLHP;1 dbl bed\/​2 adult\/​disable;ROOMRM;A;true;false
DFBH;1 DB bedAccessible Superior Room;ROOMRM;A;true;false
DFCH;1 Db bed + Sofa Std H;ROOMRM;A;true;false
DSBH;1 Db+1 Sg beds Sup H;ROOMRM;A;true;false
DSCH;1 Db+1 Sg beds Std H;ROOMRM;A;true;false
KEBH2;Magnifique Accessible Room;ROOMRM;A;true;false
KGABCH;Deluxe Room with 1 King Bed;ROOMRM;A;true;false
KGACIH;1 Kg bed Dlx City S H;ROOMRM;A;true;false
KGAEFH;1 kg Kg bed Exec ADA;ROOMRM;A;true;false
KGAEH1;Fairmont Gold 1 Kg Roll-in Shwr;ROOMRM;A;true;false
KGAEH2;Fairmont Gold 1 Kg Visual Alrm;ROOMRM;A;true;false
KGAH;1 Kg bed Dlx H;ROOMRM;A;true;false
KGAH1;Deluxe 1 King Accessible Tub;ROOMRM;A;true;false
KGAH2;Deluxe 1 King Hearing Impaired;ROOMRM;A;true;false
BUNK3;Bed in a Shared 3 Beds Dorm;ROOM;A;true;false
DBEBW;Executive Bay Side Room;ROOM;A;true;false
DBEGS;Executive Garden Side Room;ROOM;A;true;false
DFCDB;Standard room;ROOM;A;true;false
KGCV;Deluxe Oceanview 1 King;ROOM;A;true;false
KGV;1 King Bed, park view;ROOM;A;true;false
QAD;4 SG BEDS;ROOM;A;true;false
QECV;Deluxe Oceanview 2 Queen;ROOM;A;true;false
QEEPV;1 Qn bed Exec Pool V;ROOM;A;true;false
ROH;Room for 1 or 2 persons;ROOM;A;true;false
ROHZ;Room for 1 or 2 persons NS;ROOM;A;true;false
ROODEF;Room by default;ROOM;A;true;false
ROOMBT;Room with shared bath and toilet;ROOM;A;true;false
ROOMSB;Room with shared bath;ROOM;A;true;false
S2A;2 Qn bed Dlx;ROOM;A;true;false
SKDV;duplex suite;ROOM;A;true;false
SKV;Signature suite;ROOM;A;true;false
SLABC;Signature 1 Bedrm Suite 1 King;ROOM;A;true;false
SLV;1 King Bed;ROOM;A;true;false
STR5;Family room;ROOM;A;true;false
TAB;2 Sg + 1 Bk beds Sup;ROOM;A;true;false
TFBZ;2 Sg beds + Sofa Sup NS;ROOM;A;true;false
TWBPW;2 Single beds Superior Pyramid View;ROOM;A;true;false
TWV;2 Sg beds Std;ROOM;A;true;false
V2PV;4 Bedroom Pool Residence;ROOM;A;true;false
QDC;1 Qn bed + 1 dbl bed Std;ROOMQD;A;true;false
DSA;1 Db+1 Sg beds Dlx;ROOMDS;A;true;false
DSABC;1Db+1 Sg Beds Dlx Balcony;ROOMDS;A;true;false
DSABCZ;1Db+1 Sg beds Dlx Balcony NS;ROOMDS;A;true;false
DSACI;1Db+1 Sg beds Dlx City S;ROOMDS;A;true;false
DSACIZ;1 Db+1 Sg beds Dlx City S NS;ROOMDS;A;true;false
DSACS;1Db+1 Sg beds Dlx Court S;ROOMDS;A;true;false
DSACSZ;1 Db+1 Sg beds Dlx Court S NS;ROOMDS;A;true;false
DSAGS;1 Db+1 Sg beds Dlx Garden S;ROOMDS;A;true;false
DSAGSZ;1 Db+1 Sg beds Dlx Garden S NS;ROOMDS;A;true;false
DSAHV;1Db+1 Sg beds Dlx Harbour V;ROOMDS;A;true;false
DSAHVZ;1 Db+1 Sg beds Dlx Harbour V NS;ROOMDS;A;true;false
DSALV;1 Db+1 Sg beds Dlx Lake V;ROOMDS;A;true;false
DSALVZ;1 Db+1 Sg beds Dlx Lake V NS;ROOMDS;A;true;false
DSAMV;1 Db+1 Sg beds Dlx Mount V;ROOMDS;A;true;false
DSAMVZ;1 Db+1 Sg beds Dlx Mount V NS;ROOMDS;A;true;false
DSAOF;1 Db+1 Sg beds Dlx Ocean F;ROOMDS;A;true;false
DSAOFZ;1 Db+1 Sg beds Dlx Ocean F NS;ROOMDS;A;true;false
DSAOS;1 Db+1 Sg beds Dlx Ocean S;ROOMDS;A;true;false
DSAOSZ;1 Db+1 Sg beds Dlx Ocean S NS;ROOMDS;A;true;false
DSAOV;1 Db+1 Sg beds Dlx Ocean V;ROOMDS;A;true;false
DSAOVZ;1 Db+1 Sg beds Dlx Ocean V NS;ROOMDS;A;true;false
DSAPS;1 Db+1 Sg beds Dlx Pool S;ROOMDS;A;true;false
DSAPSZ;1 Db+1 Sg beds Dlx Pool S NS;ROOMDS;A;true;false
DSAPT;1 Db+1 Sg beds Dlx Patio;ROOMDS;A;true;false
DSAPTZ;1 Db+1 Sg beds Dlx Patio NS;ROOMDS;A;true;false
DSARS;1 Db+1 Sg beds Dlx River V;ROOMDS;A;true;false
DSARSZ;1 Db+1 Sg beds Dlx River V NS;ROOMDS;A;true;false
DSAZ;1 Db+1 Sg beds Dlx NS;ROOMDS;A;true;false
DSB;1 Db+1 Sg beds Sup;ROOMDS;A;true;false
DSBBC;1 Db+1 Sg beds Sup Balcony;ROOMDS;A;true;false
DSBBCZ;1 Db+1 Sg beds Sup Balcony NS;ROOMDS;A;true;false
DSBCI;1 Db+1 Sg beds Sup City S;ROOMDS;A;true;false
DSBCIZ;1 Db+1 Sg beds Sup City S NS;ROOMDS;A;true;false
DSBCS;1 Db+1 Sg beds Sup Court S;ROOMDS;A;true;false
DSBCSZ;1 Db+1Sg beds Sup Court S NS;ROOMDS;A;true;false
DSBCV;1 Db+1 Sg beds Sup Castle V;ROOMDS;A;true;false
DSBDP;1 Db+1 Sg beds Sup Duplex;ROOMDS;A;true;false
DSBGS;1 Db+1 Sg beds Sup Garden S;ROOMDS;A;true;false
DSBGSZ;1 Db+1 Sg beds Sup Garden S NS;ROOMDS;A;true;false
DSBHV;1 Db+1 Sg beds Sup Harbour V;ROOMDS;A;true;false
DSBHVZ;1 Db+1 Sg beds Sup Harbour V NS;ROOMDS;A;true;false
DSBLV;1 Db+1 Sg beds Sup Lake V;ROOMDS;A;true;false
DSBLVZ;1 Db+1 Sg beds Sup Lake V NS;ROOMDS;A;true;false
DSBMV;1 Db+1 Sg beds Sup Mount V;ROOMDS;A;true;false
DSBMVZ;1 Db+1 Sg beds Sup Mount V NS;ROOMDS;A;true;false
DSBOF;1 Db+1 Sg beds Sup Ocean F;ROOMDS;A;true;false
DSBOFZ;1 Db+1 Sg beds Sup Ocean F NS;ROOMDS;A;true;false
DSBOS;1 Db+1 Sg beds Sup Ocean S;ROOMDS;A;true;false
DSBOSZ;1 Db+1 Sg beds Sup Ocean S NS;ROOMDS;A;true;false
DSBOV;1 Db+1 Sg beds Sup Ocean V;ROOMDS;A;true;false
BRKMGL;1 Double Bed + 1 Single Bed Mezzanine;ROOMDC;A;true;false
DBK;1 Db+1 Bk beds Std;ROOMDC;A;true;false
DCA;1 Db+1 Sg beds+Sofa Dlx;ROOMDC;A;true;false
DCAOF;1 Db+1 Sg beds+Sofa Dlx Ocean F;ROOMDC;A;true;false
DCAZ;1 Db+1 Sg beds+Sofa Dlx NS;ROOMDC;A;true;false
DCB;1 Db+1 Sg beds+Sofa Sup;ROOMDC;A;true;false
DCBGS;1 Db+1 Sg beds+Sofa Sup Garden S;ROOMDC;A;true;false
DCBOF;1 Db+1 Sg beds+Sofa Sup Ocean F;ROOMDC;A;true;false
DCBZ;1 Db+1 Sg beds+Sofa Sup NS;ROOMDC;A;true;false
DCC;1 Db+1 Sg beds+Sofa Std;ROOMDC;A;true;false
DCCOF;1 Db+1 Sg beds+Sofa Std Ocean F;ROOMDC;A;true;false
DCCVD;1 Db+1 Sg beds+Sofa Std Dune V;ROOMDC;A;true;false
DCCZ;1 Db+1 Sg beds+Sofa Std NS;ROOMDC;A;true;false
DCDFV;1 Db+1 Sg beds+Sofa Clc Forest V;ROOMDC;A;true;false
DCDOV;1 Db+1 Sg beds+Sofa Clc Ocean V;ROOMDC;A;true;false
TRIO;1 Double Bed + 1 Single Bed Mezzanine;ROOMDC;A;true;false
D3A;1 Db + 2 Sg beds Dlx;ROOMD3;A;true;false
D3AZ;1 Db + 2 Sg beds Dlx NS;ROOMD3;A;true;false
D3B;1 Db + 2 Sg beds Sup;ROOMD3;A;true;false
D3BBC;1 Db + 2 Sg beds Sup Balcony;ROOMD3;A;true;false
D3BCV;1 Db + 2 Sg Beds Sup Castle V;ROOMD3;A;true;false
D3BDP;1 Db + 2 Sg beds Sup Duplex;ROOMD3;A;true;false
D3BMV;1 Db + 2 Sg beds Sup Mount V;ROOMD3;A;true;false
D3BZ;1 Db + 2 Sg beds Sup NS;ROOMD3;A;true;false
D3C;1 Db + 2 Sg beds Std;ROOMD3;A;true;false
D3CCV;1 Db + 2 Sg beds Std Castle V;ROOMD3;A;true;false
D3CDP;1 Db + 2 Sg beds Std Duplex;ROOMD3;A;true;false
D3CGS;1 Db + 2 Sg beds Std Garden S;ROOMD3;A;true;false
D3CMV;1 Db + 2 Sg beds Std  Mount V;ROOMD3;A;true;false
D3COS;1 Db + 2 Sg beds Std Ocean S;ROOMD3;A;true;false
D3COV;1 Db + 2 Sg beds Std Ocean V;ROOMD3;A;true;false
D3CPS;1 Db + 2 Sg beds Std Pool S;ROOMD3;A;true;false
D3CZ;1 Db + 2 Sg beds Std NS;ROOMD3;A;true;false
D3D;1 Db + 2 Sg beds Clc;ROOMD3;A;true;false
D4A;Deluxe family room;ROOMD4;A;true;false
D4B;1 Db + 3 Sg beds Sup;ROOMD4;A;true;false
D4C;1 Db + 3 Sg beds Std;ROOMD4;A;true;false
D4CDP;1 Db + 3 Sg beds Std Duplex;ROOMD4;A;true;false
CBR;1 Double Bed Superior;ROOMDB;A;true;false
DB;1 Db bed;ROOMDB;A;true;false
DBA;1 Db bed Dlx;ROOMDB;A;true;false
DBABC;1 Db bed Dlx Balcony;ROOMDB;A;true;false
DBACI;1 Db bed Dlx City S;ROOMDB;A;true;false
DBACIZ;1 Db bed Dlx City S NS;ROOMDB;A;true;false
DBACS;1 Db bed Dlx Court S;ROOMDB;A;true;false
DBAEF;1 Db bed Dlx Exec F;ROOMDB;A;true;false
DBAEFZ;1 Db bed Dlx Exec F NS;ROOMDB;A;true;false
DBAGS;1 Db bed Dlx Garden S;ROOMDB;A;true;false
DBAGSZ;1 Db bed Dlx Garden S NS;ROOMDB;A;true;false
DBAGV;1 Db bed Dlx Golf V;ROOMDB;A;true;false
DBAHF;1 Db bed Dlx High F;ROOMDB;A;true;false
DBALV;1 Db bed Dlx Lake V;ROOMDB;A;true;false
DBALVZ;1 Db bed Dlx Lake V NS;ROOMDB;A;true;false
DBAMV;1 Db bed Dlx Mount V;ROOMDB;A;true;false
DBAMVZ;1 Db bed Dlx Mount V NS;ROOMDB;A;true;false
DBANV;1 Db bed Dlx Panorama V;ROOMDB;A;true;false
DBAOB;1 Db bed Dlx OF&Balcony;ROOMDB;A;true;false
DBAOF;1 Db bed Dlx Ocean F;ROOMDB;A;true;false
DBAOFZ;1 Db bed Dlx Ocean F NS;ROOMDB;A;true;false
DBAOS;1 Db bed Dlx Ocean S;ROOMDB;A;true;false
DBAOSZ;1 Db bed Dlx Ocean S NS;ROOMDB;A;true;false
DBAOV;1 Db bed Dlx Ocean V;ROOMDB;A;true;false
DBAOVZ;1 Db bed Dlx Ocean V NS;ROOMDB;A;true;false
DBAPS;1 Db bed Dlx Pool S;ROOMDB;A;true;false
DBAPSZ;1 Db bed Dlx Pool S NS;ROOMDB;A;true;false
DBAPT;1 Db bed Dlx Patio;ROOMDB;A;true;false
DBAPV;1 Db bed Dlx Park V;ROOMDB;A;true;false
DBARV;1 Db bed Dlx River V;ROOMDB;A;true;false
DBARVZ;1 Db bed Dlx River S NS;ROOMDB;A;true;false
DBATC;1 Db bed Dlx Terrace;ROOMDB;A;true;false
DBAZ;1 Db bed Dlx NS;ROOMDB;A;true;false
DBB;1 Db bed Sup;ROOMDB;A;true;false
DBBBC;1 Db bed Sup Balcony;ROOMDB;A;true;false
DBBBH;Room 1 Db bed Sup On Beach;ROOMDB;A;true;false
DBBBW;1 Db bed Sup Bay V;ROOMDB;A;true;false
DBBCI;1 Db bed Sup City S;ROOMDB;A;true;false
DBBCIZ;1 Db bed Sup City S NS;ROOMDB;A;true;false
DBBCS;1 Db bed Sup Court S;ROOMDB;A;true;false
DBBDP;1 Db bed Sup Duplex;ROOMDB;A;true;false
DBBEF;1 Db bed Sup Exec F;ROOMDB;A;true;false
DBBFV;1 Db bed Sup Forest V;ROOMDB;A;true;false
DBBGS;1 Db bed Sup Garden S;ROOMDB;A;true;false
DBBGSZ;1 Db bed Sup Garden S NS;ROOMDB;A;true;false
DBBGV;1 Db bed Sup Golf V;ROOMDB;A;true;false
DBBHV;1 Db bed Sup Harbour V;ROOMDB;A;true;false
DBBLV;1 Db bed Sup Lake V;ROOMDB;A;true;false
DBBLVZ;1 Db bed Sup Lake V NS;ROOMDB;A;true;false
DBBMV;1 Db bed Sup Mount V;ROOMDB;A;true;false
DFA;1 Db bed + Sofa Dlx;ROOMDF;A;true;false
DFABW;1 Db bed + Sofa Dlx Bay V;ROOMDF;A;true;false
DFACS;1 Db bed + Sofa Dlx Court S;ROOMDF;A;true;false
DFAEF;1 Db bed + Sofa Dlx Exec F;ROOMDF;A;true;false
DFAGS;1 Db bed + Sofa Dlx Garden S;ROOMDF;A;true;false
DFAOV;1 Db bed + Sofa Dlx Ocean V;ROOMDF;A;true;false
DFAPV;1 Db bed + Sofa Dlx Park V;ROOMDF;A;true;false
DFB;1 Db bed + Sofa Sup;ROOMDF;A;true;false
DFBBC;1 Db bed + Sofa Sup;ROOMDF;A;true;false
DFBBCZ;1 Db bed + Sofa Sup Balcony NS;ROOMDF;A;true;false
DFBCI;1 Db bed + Sofa Sup City S;ROOMDF;A;true;false
DFBDP;1 Db bed + Sofa Sup Duplex;ROOMDF;A;true;false
DFBGS;Room 1 Db bed + Sofa Sup Garden S;ROOMDF;A;true;false
DFBMV;1 Db bed + Sofa Sup Mountain V;ROOMDF;A;true;false
DFBNV;1 Db bed + Sofa Sup Panorama V;ROOMDF;A;true;false
DFBOF;1 Db bed + Sofa Sup Ocean F;ROOMDF;A;true;false
DFBPS;1 Db bed + Sofa Sup Pool S;ROOMDF;A;true;false
DFBRV;1 Db bed + Sofa Sup River V;ROOMDF;A;true;false
DFBZ;1 Db bed + Sofa Sup NS;ROOMDF;A;true;false
DFC;1 Db bed + Sofa Std;ROOMDF;A;true;false
DFCBC;Room 1 db bed Std + Sofa Balcony;ROOMDF;A;true;false
DFCCI;1 Db bed + Sofa Std City S;ROOMDF;A;true;false
DFCGS;1 Db bed + Sofa Std Garden S;ROOMDF;A;true;false
DFCLF;1 Db bed + Sofa Std Low Floor;ROOMDF;A;true;false
DFCMV;1 Db bed + Sofa Std Mountain V;ROOMDF;A;true;false
DFCOF;1 Db bed + Sofa Std Ocean F;ROOMDF;A;true;false
DFCOV;1 db bed + Sofa Std ocean view;ROOMDF;A;true;false
DFCVD;1 Db bed + Sofa Std Dune V;ROOMDF;A;true;false
DFCZ;1 Db bed + Sofa Std NS;ROOMDF;A;true;false
DFD;1 Db bed + Sofa Classic;ROOMDF;A;true;false
DFDOV;Room 1 Db bed + Sofa Clc Ocean V;ROOMDF;A;true;false
DFDRV;Room 1Db bed + Sofa Clc River V;ROOMDF;A;true;false
DFE;1 Db bed +Sofa Exec;ROOMDF;A;true;false
DFERV;ROOMDF - Room with 1Db bed + Sofa;ROOMDF;A;true;false
KHA;1 Kg + 1 Sg beds Dlx;ROOMKH;A;true;false
KHB;1 Kg + 1 Sg beds Sup;ROOMKH;A;true;false
KHC;1 Kg + 1 Sg beds Std;ROOMKH;A;true;false
KHD;Room 1 Kg + 1 Sg beds Clc;ROOMKH;A;true;false
KHE;1 Kg + 1 Sg beds Exec;ROOMKH;A;true;false
1KGSBV;1 Kg bed Std Bay V;ROOMKG;A;true;false
KGA;1 Kg bed Dlx;ROOMKG;A;true;false
KGABC;1 Kg bed Dlx Balcony;ROOMKG;A;true;false
KGABW;Room 1 Kg bed Dlx Bay V;ROOMKG;A;true;false
KGACF;1 Kg bed Dlx Club F;ROOMKG;A;true;false
KGACI;1 Kg bed Dlx City S;ROOMKG;A;true;false
KGACIZ;1 Kg bed Dlx City S NS;ROOMKG;A;true;false
KGAEF;1 Kg bed Exec;ROOMKG;A;true;false
KGAGS;1 Kg bed Dlx Garden S;ROOMKG;A;true;false
KGAGSZ;1 Kg bed Dlx Garden S NS;ROOMKG;A;true;false
KGAGV;1 Kg bed Dlx Golf V;ROOMKG;A;true;false
KGAHF;1 Kg bed Dlx High F;ROOMKG;A;true;false
KGAHFZ;1 Kg bed Dlx High F NS;ROOMKG;A;true;false
KGAHV;1 Kg bed Dlx Harbour V;ROOMKG;A;true;false
KGALV;1 Kg bed Dlx LV;ROOMKG;A;true;false
KGALVZ;1 Kg bed Dlx Lake V NS;ROOMKG;A;true;false
KGAMV;1 Kg bed Dlx Mount V;ROOMKG;A;true;false
KGAMVZ;1 Kg bed Dlx Mount V NS;ROOMKG;A;true;false
KGANV;1 Kg bed Dlx Panorama V;ROOMKG;A;true;false
